Date,Type,Transaction ID,Received Quantity,Received Currency,Received Cost Basis (USD),Received Wallet,Received Address,Received Comment,Sent Quantity,Sent Currency,Sent Cost Basis (USD),Sent Wallet,Sent Address,Sent Comment,Fee Amount,Fee Currency,Fee Cost Basis (USD),Realized Return (USD),Fee Realized Return (USD),Transaction Hash
08/11/2024 20:35:02,STAKING_REWARD,019223e4-48d0-701f-8b82-6d15cadd947c,0.00000005,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
08/10/2024 4:44:37,STAKING_REWARD,019223e4-4996-71e9-8fc0-95c9b0427090,0.00000416,SOL,0,Coinbase Staked SOL,,,,,,,,,,,,,,
08/09/2024 13:33:51,STAKING_REWARD,019223e4-48cd-7670-a06c-fb6c36a4d4c9,0.00000007,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
08/09/2024 2:59:07,STAKING_REWARD,019223e4-49c0-7fd7-bd42-a8e0c340b90b,0.00004777,MATIC,0,Coinbase Staked MATIC,,,,,,,,,,,,,,
08/08/2024 16:15:04,STAKING_REWARD,019223e4-49bd-7071-9310-eaafaf698aef,0.0034198,MATIC,0,Coinbase Staked MATIC,,,,,,,,,,,,,,
08/06/2024 23:46:33,STAKING_REWARD,019223e4-48ca-7e24-90b4-94c1b06238db,0.00000006,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
08/06/2024 9:29:44,STAKING_REWARD,019223e4-4993-7990-989b-1929fa8ef34a,0.00000437,SOL,0,Coinbase Staked SOL,,,,,,,,,,,,,,
08/04/2024 9:02:27,STAKING_REWARD,019223e4-48c7-7775-b451-4bbaee93eb39,0.00000005,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
08/04/2024 3:20:06,STAKING_REWARD,019223e4-4990-7cb1-a010-111685828b77,0.00000398,SOL,0,Coinbase Staked SOL,,,,,,,,,,,,,,
08/03/2024 14:31:44,STAKING_REWARD,019223e4-49ba-76fb-b484-0c247467f81d,0.00316953,MATIC,0,Coinbase Staked MATIC,,,,,,,,,,,,,,
08/02/2024 7:04:20,STAKING_REWARD,019223e4-48c4-7f7c-8bc4-0c0012ff811e,0.00000004,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
08/01/2024 15:45:22,STAKING_REWARD,019223e4-498d-7038-a521-50cc35b9d8cd,0.00000379,SOL,0,Coinbase Staked SOL,,,,,,,,,,,,,,
07/30/2024 14:51:06,STAKING_REWARD,019223e4-48c1-7ae3-80c3-2b61bfad37f6,0.00000006,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
07/29/2024 9:25:11,STAKING_REWARD,019223e4-49b7-7191-8006-8fd583f93260,0.00255465,MATIC,0,Coinbase Staked MATIC,,,,,,,,,,,,,,
07/29/2024 5:29:57,STAKING_REWARD,019223e4-48be-78fb-a995-bcc1b355596b,0.00000005,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
07/27/2024 12:54:28,STAKING_REWARD,019223e4-48bb-7465-821f-32e1659b00ad,0.00000006,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
07/23/2024 20:05:40,STAKING_REWARD,019223e4-498a-7782-a6e9-555b618f2a67,0.00000198,SOL,0,Coinbase Staked SOL,,,,,,,,,,,,,,
07/23/2024 9:24:52,STAKING_REWARD,019223e4-48b8-7d4a-914f-6f2554816fe8,0.00000003,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
07/14/2024 20:42:01,RECEIVE,019223e4-48fa-7bf9-91a5-b9a592a2f193,0.001917,USDC,0,Coinbase USDC Wallet,,,,,,,,,,,,,,
07/14/2024 1:05:44,STAKING_REWARD,019223e4-48b2-7465-99da-c2d71e4d8b3d,0.00000005,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
07/12/2024 20:46:20,STAKING_REWARD,019223e4-48af-7e10-bc69-5e15745b730b,0.00000007,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
07/09/2024 23:15:34,STAKING_REWARD,019223e4-48ac-76a6-aeb2-a83101678729,0.00000006,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
07/05/2024 15:56:57,STAKING_REWARD,019223e4-48a9-7be1-8089-a62a32054084,0.00000005,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
07/04/2024 1:27:41,STAKING_REWARD,019223e4-48a6-7a2b-a3eb-cc0677fd44ce,0.00000007,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
07/01/2024 6:11:34,STAKING_REWARD,019223e4-48a3-781b-97ad-2ee69dc7811d,0.00000006,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
06/28/2024 20:13:38,STAKING_REWARD,019223e4-48a0-7ec4-8388-e893dcfe1c29,0.00000005,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
06/25/2024 5:45:03,STAKING_REWARD,019223e4-489d-77d6-a8c9-3e9a3c897e72,0.00000008,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
06/25/2024 0:09:40,STAKING_REWARD,019223e4-497b-785d-a6ed-d382b5023d5a,0.00000327,SOL,0,Coinbase Staked SOL,,,,,,,,,,,,,,
,,,,,471.1533333=,,,,,,,,,,,,,,,
,,,,,427.9033333,,,,,,,,,,,,,,,
